8.203250068795303207e+01 3.379535161833812396e+01 4.048423484013093088e+01
4.334326867814402107e+01 6.816556330581683198e+01 5.654440312179566064e+01
3.856640566316106344e+01 7.263217533855008412e+01 7.731328740229966456e+01
9.362176797690698038e+01 6.807513763428624998e+01 4.120002451483092187e+01
1.530503841952798361e+01 4.370593535155574472e+01 2.782202615849853800e+01
2.557034853264533680e+01 5.515054192530991628e+01 2.927612270382348214e+01
6.291464080478981202e+00 6.198195486050358483e+01 8.686444795665182994e+01
6.631916959350759200e+00 8.139094651519886270e+01 3.218513811763376253e+01
4.263777709456524434e+01 7.661518376665405583e+01 2.004533670328143558e+01
1.007380964311282945e+01 2.298725132930472626e+01 8.526109724999480477e+01
6.359176340254031601e+01 6.059926638913017172e+01 9.791540421318433118e+01
9.451610298719910475e+01 7.619316056747959465e+01 1.114692521270853653e+01
2.918208444586635153e+01 5.997330490727994601e+01 9.602356996043237558e+00
2.281465484108935371e+01 1.249004493616505584e+01 1.961364721592770977e+01
2.540603203414060118e+01 8.142921922964586656e+01 1.517951038191887037e+01
2.568132503810779355e+01 6.725600883181083134e+01 9.179880287440755637e+01
4.661234535264527779e+01 7.138882445646626707e+01 5.985339689876580138e+01
1.864053014483678794e+01 6.153777450830564533e+01 6.363821590314151422e+01
3.237745273440639693e+01 3.888070228245457116e+01 1.706069286880832436e+01
2.633392624322231512e+01 1.908760113734380326e+01 2.368507635042583814e+01
4.846221921734119320e+01 6.772384458063881141e+01 9.962290664353781722e+01
2.715486855513336195e+01 4.304525624934883155e+01 1.231952377919365205e+01
6.200778334348686371e+01 3.502272073290315291e+01 6.985266421624578470e+01
4.111825139387605788e+01 1.381038076152475469e+01 4.275197125447309787e+01
7.438535438437536129e+01 6.216232538890006509e+01 2.563907521902024556e+01
2.621332848948431149e+01 2.510146992980133440e+00 2.313554139387877839e+01
3.382880643027240808e+01 7.972307676712479463e+01 9.460871160367450727e+01
6.492041205463765152e+01 2.142142136412953235e+01 5.804500140686413800e+01
2.698252184926315067e+01 9.468816320210839876e+01 6.256864652471811894e+01
7.108898443228920883e+01 6.471099461490520355e+01 9.919368968276245369e+01
9.267715315675789611e+01 3.843546599569756950e+01 4.952610169897134540e+01
4.412160784038158567e+01 8.037934505177986466e+01 8.642729923759270605e+01
7.451341191356694083e+01 7.234055058456573306e+01 4.051286499382006667e+01
7.900382687528140480e+01 8.764687872234826216e+01 2.761265738695173333e+00
1.599629454828586006e+01 8.371088987299009432e+01 1.422597404424241763e+00
4.364284931846385973e+01 6.123870411290053539e+01 9.607001690097449398e+01
9.397000101633614122e+01 5.484385137328573734e+01 8.086556889110674717e+01
4.224180600161093935e+01 6.831894405706318452e+00 9.056191607106379138e+01
5.099933531397189768e+01 4.840657339427226447e+01 5.497813327976661668e+01
8.621808996698342753e+01 5.361265298651471767e+01 6.656398389883439393e+01
9.986590747495947085e+01 8.060386710870696447e+01 9.355765709733950075e+01
8.422874100451321056e+01 1.746746146024662494e+01 9.690086720634322148e+01
8.417172918035772966e+01 9.406782715224350966e+01 3.549846426798669796e+01
8.348094400265549098e+01 4.581628657320418796e+01 2.753597034573746072e+01
1.196580874244684800e+01 6.522572138329798008e+01 8.650802125470879389e+01
8.166460483678605442e+00 7.759531184611994092e+01 3.207073756292388822e+01
7.398646161138923105e+01 1.602904693242330580e+01 8.255391603840467951e+01
2.913344690777871548e+01 4.187281447395062628e+01 3.375803649774911008e+01
7.199410415534708818e+01 7.056040317453373234e+01 9.740242219023986792e+00
7.055093027715773246e+01 8.455201279531419800e+01 1.925739167686689868e+01
