6.880128415132196551e+01 3.399768753802845112e+01 8.289272734297516365e+01
6.334533082192054110e+01 1.769326254550580657e+01 4.312003138165654548e+01
4.185963551069795585e+01 9.283879485782537699e+01 1.364205328245600057e+01
6.967335851850774020e+01 3.884250438356500013e+01 1.220451113351668226e+01
5.127912635947370035e+01 3.787445634380889459e+01 7.244675051025018320e+01
7.901760818997023250e+01 8.326437485137900296e+01 1.519160311004981168e+01
8.323008728069940787e+01 4.568134189971985393e+01 6.254909075428449761e+00
1.936578213997953668e+01 3.737539057709703627e+01 9.063491973743953878e+00
4.948676967036037411e+01 3.417102196103461154e+01 7.262572663934091111e+01
7.766331111074059379e+01 4.791059983692406377e+01 9.858991419998925210e+01
8.391109494947176017e+01 6.262858970358620070e+01 4.488625100522202871e+00
1.665875404806585891e+01 6.450143219924656535e+01 4.016215188805660574e+01
2.275754315574308606e+01 8.217606303303902848e+00 4.804497372191504923e+01
1.729329651068718476e+01 5.578917120176818401e+00 6.450110917769591445e+00
5.832611296328127359e+00 1.399644710544125559e+01 9.185019930315600334e+01
6.133014991877983135e+01 6.721954022521774164e+01 8.443792690116569588e+01
2.262554235155781512e+01 5.520714368600629030e+01 6.022157017527241152e+01
2.695687529467157972e+01 1.781811158674757678e+01 9.767703814821825858e+01
7.106525426045227789e+01 3.482845826466340888e+00 3.073361585951842656e+01
5.711126522432110875e+01 6.131744633619226192e+01 9.910619227297001999e+01
4.007883205633482504e+01 1.671024423952105309e+01 3.015415666552642193e+01
9.175199239547109187e+01 2.241584900851555417e+01 1.406325722494312558e+01
5.894831450144762641e+01 8.436987536354182282e+01 2.710889798852298327e+01
9.346888362978677378e+01 6.065187253306631732e+01 7.436620311474970890e+01
9.263066116322562493e+01 9.489845806995616329e+01 2.240307268743723057e+01
8.320195411316387890e+01 3.466644555818015050e+01 4.203170019252910095e+01
2.117986087648840865e+01 2.269189979333446772e+01 1.643899397919955518e+01
2.006056580957066160e+01 5.950529744924475040e+01 5.902248246173479629e+01
5.382549912404653725e+01 3.801105512764257099e+01 5.513690494089841110e+01
5.243278292693160836e+01 2.927874598509735549e+01 3.972174289092792776e+01
3.945611225076739448e+00 7.028924195977157297e+01 7.278986348206701962e+01
4.676378955021432660e+01 4.442396936344967884e+01 3.411476982036638361e+01
3.238745184471431315e+01 3.801600061830772148e+01 1.505925188518769708e+01
7.360340113358931546e+01 2.032725521796009360e+01 3.083466691174395891e+01
8.364233484271112218e+01 2.002399512655518166e+01 7.662746487253528471e+01
3.441846625364419765e+00 2.501269189309044449e+01 7.550785141506377585e+00
4.011655139263912417e+01 2.352300046513055065e+01 2.891566121499240438e+01
