8.382803780334177191e+01 9.507019266870273100e+01 4.327678207799785781e+01
6.489742630355424069e+01 5.926649818037405737e+01 4.310054963945998452e+01
1.838365938478903061e+01 9.321017863007286053e+01 1.624965191971311640e+01
8.244995843476984021e+01 4.632582876701619057e+00 5.552732260783681539e+01
9.539527229123827112e+01 2.684045606089592440e+01 7.789494555722305336e+01
5.949955065660469700e+01 1.572766450548761519e+01 6.174457932108434477e+01
2.544993103094518361e+01 1.563925246068477115e+01 9.423765550541182279e+01
6.274767380323087451e+00 2.675812942388524718e+01 5.112601489151062140e+01
2.750403088779259519e+01 7.349972276561311801e-02 4.112978900575959784e+01
9.781622032902239994e+01 5.355893353001861534e+00 7.660804530864916728e+01
5.921555452620628301e+01 9.169477810579866173e+01 1.311553673839134149e+01
5.850760937924245297e+01 7.999430101538806070e+01 2.040573734923687255e+01
3.840899239873350979e+01 8.458748440375627808e+01 8.891215681761050860e+01
4.949085124366868627e+01 2.557555182421851114e+01 1.714751062019058736e+01
2.365381401278837714e+01 3.607248018998272698e+01 7.569865534073636582e+01
7.809351402377322415e+01 5.290790747617590739e+01 2.394503590244216795e+01
1.883723634346254983e+01 2.248651633884432144e+01 6.505850655720330167e+01
8.407701613978350963e+01 7.853834997409460073e+01 1.897392245949580669e+01
4.810517170424589040e+00 5.529013362439402357e+01 9.891452453716649984e+01
3.470257123050141246e+01 9.138434868508463182e+01 7.569313444220586007e+01
3.936268486554750723e+01 1.676942908858960379e+01 4.636815624356162857e+01
3.824197379895268512e+01 8.792913397564444722e+01 4.639961483719200430e+01
2.013357761029248394e+01 1.873764605362327984e+01 1.128290439193447803e+01
6.386507602879806456e+01 8.639986939240648667e+01 3.722071816885249262e+01
3.459975382498341645e+01 9.580767256694774403e+01 1.287636052501921569e+01
1.624064373092067726e+01 7.616588608732030252e+01 8.314317296447990202e+01
2.839873676786979217e+01 7.114788951484662505e+00 8.423980607366098994e+00
9.913442909591253738e+01 4.223778538685386508e+01 1.299942902763732100e+01
8.073693720988993050e+01 3.130935212287159075e+01 2.621451928353905103e+01
1.629316860275398327e+01 1.736574432592231787e+01 4.100344620549122965e+00
1.434746723084553466e+01 5.078545394594671336e+01 6.293304402463155611e+01
5.031960622222523227e+01 6.517075760827198394e+01 2.615143676847664356e+00
3.713436072211084849e+01 2.904477516542174342e+01 2.852989821794346170e+01
2.921433653571093814e+01 8.307218784182686022e+01 4.471431838946677573e+01
4.540830279897659949e+01 3.476092909185831559e+01 9.027632840301478723e+01
5.614403905477959000e+01 7.609739319364166477e+01 1.077541172607876518e+01
4.596455059050331471e+01 5.307614744275246466e+01 9.833043123354795512e+01
6.141625593478568135e+01 3.768082876870388986e+01 8.566646805152231536e+01
9.542276665798081581e+01 5.214174431405531607e+01 6.843807955969739965e+01
1.084652704113459087e+01 3.366823321859235829e+00 9.285716055519877443e+00
3.602061921301598346e+01 7.267946727621813352e+01 6.748944400883287642e+01
6.996242438470456193e+01 8.016949572665478740e+01 4.379709236131734684e+01
6.619664993254149010e+01 6.722998359249199751e+00 9.625081386692298224e+01
8.119669042206379572e+01 7.504048904696861655e+01 1.751293574048317225e+01
